cards_initial,moves_initial,hand1_cards,hand2_cards,moves_1,moves_2,dealer_hand,money
"[8, 3]",['S'],[],[],[],[],"[5, 10, 'K']",100
"[2, 'J']",['S'],[],[],[],[],"[3, 9, 6]",-100
"[4, 4, 2]",['DD'],[],[],[],[],"[6, 5, 'J']",-200
"['K', 3]",['S'],[],[],[],[],"[7, 5, 5]",-100
"[4, 8, 'Q']",['DD'],[],[],[],[],"['A', 'A', 7, 'K']",-200
"[4, 'J']",['S'],[],[],[],[],"[5, 2, 7, 2, 'Q']",100
"['Q', 10]",['P'],"['Q', 'J']",[10],['DD'],['S'],"[5, 4, 'K']",100
"['A', 9, 10]",['DD'],[],[],[],[],"['Q', 'K']",-200
"[4, 6, 'K']","['H', 'S']",[],[],[],[],"[2, 'J', 'Q']",100
"[6, 7, 4]",['DD'],[],[],[],[],"['J', 6, 5]",-200
"[10, 'K', 'A']",['DD'],[],[],[],[],"[6, 'Q', 'J']",200
"[8, 6, 'Q', 6]","['H', 'DD']",[],[],[],[],"[3, 'J', 'Q']",-200
"[5, 3, 'J']",['DD'],[],[],[],[],"[9, 4, 3, 7]",200
"['J', 'K']",['P'],['J'],"['K', 4]",['S'],['DD'],"['K', 9]",-300
"['Q', 8]",['S'],[],[],[],[],"['A', 4, 6, 4, 3]",100
"['J', 'Q', 'A']",['DD'],[],[],[],[],"[9, 3, 9]",-200
"['Q', 2, 2, 10]","['H', 'DD']",[],[],[],[],"[6, 4, 8]",-200
"['K', 'A', 10, 8]","['H', 'DD']",[],[],[],[],"['J', 'Q']",-200
"[6, 'J']",['S'],[],[],[],[],"[5, 2, 5, 8]",-100
"[4, 3]",['S'],[],[],[],[],"['J', 10]",-100
"['K', 5, 3]",['DD'],[],[],[],[],"[2, 'Q', 'Q']",200
"[10, 'K', 'K']",['DD'],[],[],[],[],"[4, 4, 'Q']",-200
"['J', 2, 'A']",['DD'],[],[],[],[],"[7, 4, 7]",-200
"['K', 8, 9]",['DD'],[],[],[],[],"[4, 7, 'J']",-200
"[2, 'Q', 'J']",['DD'],[],[],[],[],"[3, 'A', 5, 10]",-200
"['K', 10, 2]",['DD'],[],[],[],[],"[2, 2, 'J', 10]",-200
"[5, 'J']",['S'],[],[],[],[],"[9, 5, 'Q']",100
"[8, 4, 3]",['DD'],[],[],[],[],"[4, 'A', 5, 9]",-200
"[5, 'J', 7]",['DD'],[],[],[],[],"['K', 10]",-200
"['J', 8]",['S'],[],[],[],[],"[7, 'K']",100
"[9, 3, 4]",['DD'],[],[],[],[],"[3, 10, 10]",200
"[6, 3]",['S'],[],[],[],[],"[7, 'K']",-100
"[3, 'A']",['S'],[],[],[],[],"['K', 'A', 'K']",-100
"[7, 'Q']",['S'],[],[],[],[],"[10, 9]",-100
"[8, 9, 7]",['DD'],[],[],[],[],"[5, 'K', 9]",-200
"[8, 4]",['S'],[],[],[],[],"[10, 5, 4]",-100
"[5, 6, 4]",['DD'],[],[],[],[],"[8, 'Q']",-200
"['A', 'Q', 4]",['DD'],[],[],[],[],"[5, 'Q', 'J']",200
"[7, 10, 'J', 'K', 8]","['H', 'H', 'H', 'S']",[],[],[],[],"[9, 10]",-100
"[10, 2]",['S'],[],[],[],[],"[6, 5, 9]",-100
"[6, 8]",['S'],[],[],[],[],"[5, 2, 3, 'J']",-100
"[4, 'A', 'Q']",['DD'],[],[],[],[],"[9, 'K']",-200
"['A', 'A', 'Q', 'J', 'K', 2]","['H', 'H', 'H', 'DD']",[],[],[],[],"[4, 'J', 10]",-200
"[4, 10]",['S'],[],[],[],[],"[7, 'K']",-100
"[10, 4]",['S'],[],[],[],[],"[2, 3, 'J', 'A', 3]",-100
"[5, 10, 6]",['DD'],[],[],[],[],"['Q', 'J']",200
"[5, 9]",['S'],[],[],[],[],"[9, 6, 9]",100
"[6, 2]",['S'],[],[],[],[],"[3, 8, 'A', 'J']",-100
"[3, 7]",['S'],[],[],[],[],"['K', 9]",-100
"[6, 8, 3]",['DD'],[],[],[],[],"['K', 'Q']",-200
"[5, 'J']",['S'],[],[],[],[],"[9, 5, 2, 5]",-100
"[5, 6, 2]","['H', 'S']",[],[],[],[],"[7, 4, 10]",-100
"[10, 'Q']",['P'],"[10, 6]","['Q', 'K', 4]",['DD'],"['H', 'DD']","[2, 10, 3, 7]",0
"['K', 'Q', 5]",['DD'],[],[],[],[],"[6, 7, 'A', 'Q']",-200
"[4, 3, 10]","['H', 'S']",[],[],[],[],"[5, 4, 2, 7]",-100
"['J', 7, 5, 6]","['H', 'DD']",[],[],[],[],"['A', 10, 6, 10]",-200
"['K', 7, 10]",['DD'],[],[],[],[],"[9, 7, 5]",-200
"[3, 'K']",['S'],[],[],[],[],"['Q', 6, 5]",-100
"[8, 8, 2, 'J', 6]","['H', 'H', 'H', 'S']",[],[],[],[],"[6, 'K', 3]",-100
"['Q', 7]",['S'],[],[],[],[],"[9, 10]",-100
"[10, 8, 'Q']",['DD'],[],[],[],[],"[2, 'Q', 3, 'K']",-200
"[9, 10]",['S'],[],[],[],[],"[7, 3, 2, 5]",100
"[5, 6]",['S'],[],[],[],[],"['J', 4, 9]",100
"[9, 'Q']",['S'],[],[],[],[],"['K', 2, 5]",100
"['K', 5]",['S'],[],[],[],[],"[6, 5, 2, 4]",-100
"[10, 4, 5]",['DD'],[],[],[],[],"[5, 'A', 'K', 9]",200
"[6, 'J', 'J']","['H', 'S']",[],[],[],[],"[10, 8]",-100
"[5, 9, 4]",['DD'],[],[],[],[],"[8, 5, 7]",-200
"['A', 9, 'A']",['DD'],[],[],[],[],"[5, 4, 6, 5]",-200
"[3, 'J', 2, 2, 3]","['H', 'H', 'DD']",[],[],[],[],"[3, 6, 'Q']",200
"[2, 4, 'Q']",['DD'],[],[],[],[],"['A', 7, 9, 9]",200
"['Q', 10]",['S'],[],[],[],[],"[8, 7, 'A', 'J']",100
"[9, 9, 'K']",['DD'],[],[],[],[],"['Q', 4, 9]",-200
"[4, 'Q']",['S'],[],[],[],[],"[2, 4, 7, 9]",100
"[9, 7, 6, 'J']","['H', 'H', 'S']",[],[],[],[],"[8, 3, 5, 10]",-100
"[7, 4]",['S'],[],[],[],[],"['Q', 6, 3]",-100
"[10, 9, 8]",['DD'],[],[],[],[],"[8, 'A', 5, 'K']",-200
"[2, 6, 6]",['DD'],[],[],[],[],"[8, 7, 'Q']",200
"[2, 8, 3, 10]","['H', 'DD']",[],[],[],[],"[6, 5, 'J']",-200
"['K', 'A']",['S'],[],[],[],[],"[2, 3, 9, 'J']",100
"[5, 7, 6, 9]","['H', 'DD']",[],[],[],[],"[2, 6, 'J']",-200
"['J', 9]",['S'],[],[],[],[],"[5, 'K', 2]",100
"['Q', 10, 3, 2]","['H', 'DD']",[],[],[],[],"[10, 8]",-200
"['J', 'A', 5]",['DD'],[],[],[],[],"[2, 10, 'A', 'K']",200
"[6, 2]",['S'],[],[],[],[],"[3, 'K', 10]",100
"[2, 'J']",['S'],[],[],[],[],"[5, 9, 6]",-100
"[7, 7]",['P'],"[7, 9, 'A']","[7, 10]","['H', 'DD']",['DD'],"[4, 2, 'J', 10]",400
"[7, 7]",['P'],"[7, 5]","[7, 'K']","['H', 'S']",['DD'],"['J', 8]",-300
"['Q', 5]",['S'],[],[],[],[],"[7, 10]",-100
"['J', 3]",['S'],[],[],[],[],"[8, 10]",-100
"['Q', 'K']",['S'],[],[],[],[],"[3, 4, 5, 5]",100
"[8, 10, 'A', 9]","['H', 'DD']",[],[],[],[],"[10, 4, 6]",-200
"['K', 9, 8, 5]","['H', 'DD']",[],[],[],[],"[3, 'Q', 'J']",-200
"[6, 3, 8]",['DD'],[],[],[],[],"['J', 4, 10]",200
"[5, 'J', 'K', 6]","['H', 'DD']",[],[],[],[],"[5, 4, 9]",-200
"[10, 7, 'Q']","['H', 'S']",[],[],[],[],"[10, 3, 'K']",-100
"[2, 7]",['S'],[],[],[],[],"[8, 6, 8]",100
"[6, 8]",['S'],[],[],[],[],"[9, 5, 10]",100
"[9, 'J']",['S'],[],[],[],[],"['A', 'J', 4, 7]",-100
"[3, 'A', 3]",['DD'],[],[],[],[],"['Q', 'K']",-200
"[6, 2, 'A', 4]","['H', 'DD']",[],[],[],[],"['K', 'K']",-200
"[9, 7, 3]","['H', 'S']",[],[],[],[],"[7, 9, 5]",-100
"[7, 'J', 4, 'A']","['H', 'H', 'S']",[],[],[],[],"['Q', 9]",100
"['K', 2, 7]",['DD'],[],[],[],[],"[10, 2, 'K']",200
"[7, 10]",['S'],[],[],[],[],"[9, 5, 3]",0
"[6, 'A', 9]",['DD'],[],[],[],[],"[7, 'J']",-200
"[10, 'J', 'A', 4, 3]","['H', 'H', 'DD']",[],[],[],[],"[6, 'Q', 10]",-200
"['J', 6]",['S'],[],[],[],[],"['J', 'K']",-100
"[8, 2, 3, 7]","['H', 'H', 'S']",[],[],[],[],"['A', 9, 'J']",100
"[9, 'J', 'A', 'K']","['H', 'DD']",[],[],[],[],"['K', 'Q']",-200
"[7, 6, 'J']","['H', 'S']",[],[],[],[],"[6, 6, 8]",-100
"['Q', 5, 5]","['H', 'S']",[],[],[],[],"[9, 10]",100
"[5, 3, 'A']",['DD'],[],[],[],[],"[7, 'Q']",-200
"['J', 6, 8]",['DD'],[],[],[],[],"['K', 5, 8]",-200
"['K', 2]",['S'],[],[],[],[],"[7, 7, 'J']",100
"[4, 'A', 'Q']",['DD'],[],[],[],[],"['Q', 9]",-200
"[2, 'A', 5]",['DD'],[],[],[],[],"[6, 'A', 7, 9]",200
"[6, 10, 'J', 7]","['H', 'DD']",[],[],[],[],"['K', 8]",-200
"[5, 'Q', 'K', 'Q', 8, 'A']","['H', 'H', 'H', 'DD']",[],[],[],[],"[9, 10]",-200
"[6, 7, 4]",['DD'],[],[],[],[],"[7, 'K']",0
"[8, 6, 'A', 4]","['H', 'H', 'S']",[],[],[],[],"[5, 'K', 7]",100
"[6, 'J', 6]",['DD'],[],[],[],[],"['A', 'Q', 7]",-200
"['J', 4, 7]",['DD'],[],[],[],[],"[8, 9]",200
"['J', 9]",['S'],[],[],[],[],"[7, 2, 'A', 'A', 'J']",0
"[8, 8]",['S'],[],[],[],[],"[5, 9, 10]",100
"[3, 'K', 4]",['DD'],[],[],[],[],"[7, 10]",0
"[9, 'K']",['S'],[],[],[],[],"['J', 4, 5]",0
"[10, 5, 'A']",['DD'],[],[],[],[],"[10, 'K']",-200
"['A', 'J', 5, 7]","['H', 'DD']",[],[],[],[],"[3, 9, 2, 8]",-200
"[9, 9]",['P'],"[9, 9]","[9, 3]",['DD'],['DD'],"[4, 2, 6, 'J']",400
"['J', 4]",['S'],[],[],[],[],"[8, 'Q']",-100
"['A', 10, 'Q']",['DD'],[],[],[],[],"[6, 6, 'J']",200
"['J', 3, 7]",['DD'],[],[],[],[],"['Q', 10]",0
"[9, 6]",['S'],[],[],[],[],"[6, 3, 4, 10]",100
"['K', 'K', 5, 9]","['H', 'DD']",[],[],[],[],"['Q', 'Q']",-200
"[5, 'J', 2]",['DD'],[],[],[],[],"[5, 'K', 6]",-200
"['K', 8, 9]",['DD'],[],[],[],[],"[2, 7, 'A', 4, 8]",-200
"['J', 'K']",['P'],['J'],"['K', 8, 10, 5, 7]",['S'],"['H', 'H', 'H', 'DD']","[8, 3, 4, 9]",-100
"[9, 3, 5, 4, 8, 4]","['H', 'H', 'H', 'DD']",[],[],[],[],"['K', 6, 4]",-200
"['J', 5, 3, 'J', 3]","['H', 'H', 'DD']",[],[],[],[],"[2, 'A', 10, 2, 4]",-200
"[10, 'K', 4]",['DD'],[],[],[],[],"[8, 7, 'K']",-200
"[7, 'Q', 9]",['DD'],[],[],[],[],"[3, 7, 5, 8]",-200
"['A', 'Q', 'Q']",['DD'],[],[],[],[],"[8, 'A', 7, 4]",200
"[9, 4, 5]",['DD'],[],[],[],[],"[6, 3, 'A', 10]",-200
"[5, 'K']",['S'],[],[],[],[],"[3, 'K', 7]",-100
"[5, 9, 'K', 10]","['H', 'DD']",[],[],[],[],"[6, 'J', 'K']",-200
"[4, 9, 3]",['DD'],[],[],[],[],"[2, 8, 3, 'K']",200
"[6, 5, 7]","['H', 'S']",[],[],[],[],"[2, 9, 'J']",-100
"[8, 'K', 'A']",['DD'],[],[],[],[],"['K', 6, 'J']",200
"['K', 'A']",['S'],[],[],[],[],"['K', 5, 'A', 3]",-100
"[9, 3]",['S'],[],[],[],[],"[2, 9, 7]",-100
"['Q', 4, 3, 3]","['H', 'DD']",[],[],[],[],"['K', 4, 'K']",200
"[8, 6, 'K']","['H', 'S']",[],[],[],[],"[6, 'K', 'Q']",-100
"[5, 7, 'A']",['DD'],[],[],[],[],"[8, 'A', 7, 'Q']",200
"['J', 8, 3]",['DD'],[],[],[],[],"[4, 'K', 5]",200
"['A', 5, 10, 'J', 4]","['H', 'H', 'DD']",[],[],[],[],"[5, 2, 'A', 5, 4, 5]",-200
"[5, 7]",['S'],[],[],[],[],"[7, 'A', 'Q']",-100
"['Q', 5, 'J', 4]","['H', 'DD']",[],[],[],[],"[2, 8, 10]",-200
"['J', 9, 10]","['H', 'S']",[],[],[],[],"['K', 4, 'Q']",-100
"[8, 'A']",['S'],[],[],[],[],"['K', 10]",-100
"[10, 'J']",['P'],"[10, 6, 'Q', 'A', 'Q']",['J'],"['H', 'H', 'H', 'DD']",['S'],"[9, 10]",-300
"['A', 8]",['S'],[],[],[],[],"['J', 5, 'Q']",100
"[5, 10, 'K']",['DD'],[],[],[],[],"[4, 4, 8, 6]",-200
"['K', 4]",['S'],[],[],[],[],"[3, 10, 8]",-100
"[9, 9, 6]","['H', 'S']",[],[],[],[],"['K', 'K']",-100
"['Q', 5]",['S'],[],[],[],[],"[6, 10, 5]",-100
"[8, 'J', 'K']",['DD'],[],[],[],[],"[6, 5, 10]",-200
"[3, 6, 3, 'J', 'A', 'A']","['H', 'H', 'H', 'DD']",[],[],[],[],"['A', 10, 'J']",-200
"[7, 5, 'A', 9]","['H', 'H', 'S']",[],[],[],[],"[4, 8, 5]",100
"['J', 10, 'K', 6]","['H', 'H', 'S']",[],[],[],[],"[4, 'J', 2, 3]",-100
"[6, 4, 8, 10]","['H', 'DD']",[],[],[],[],"[4, 'J', 3]",-200
"['K', 8, 'Q']",['DD'],[],[],[],[],"['A', 'K', 4, 9]",-200
"[10, 'K', 'K', 4, 'A', 3]","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[10, 6, 'K']",-100
"[9, 4, 3]",['DD'],[],[],[],[],"[6, 'J', 'A', 8]",200
"[5, 7, 4]","['H', 'S']",[],[],[],[],"[4, 7, 2, 'K']",100
"[5, 'J']",['S'],[],[],[],[],"['A', 2, 'K', 'J']",100
"[5, 7, 'Q', 2]","['H', 'DD']",[],[],[],[],"['K', 4, 10]",-200
"[9, 'A', 2, 10, 3]","['H', 'H', 'H', 'S']",[],[],[],[],"[8, 7, 'A', 'J']",-100
"[9, 3]",['S'],[],[],[],[],"['A', 'K', 9]",-100
"['Q', 4, 'A']",['DD'],[],[],[],[],"[10, 8]",-200
"['K', 3, 2]",['DD'],[],[],[],[],"[5, 'Q', 'Q']",200
"[7, 'K', 'A']","['H', 'S']",[],[],[],[],"[10, 4, 'J']",100
"['J', 9]",['S'],[],[],[],[],"[7, 9, 7]",100
"[9, 'K']",['S'],[],[],[],[],"['A', 7, 'A', 3, 9]",0
"['Q', 10, 'Q']",['DD'],[],[],[],[],"['K', 'Q']",-200
"[3, 'J']",['S'],[],[],[],[],"[8, 'J']",-100
"[6, 'Q', 6]",['DD'],[],[],[],[],"[10, 10]",-200
"[7, 3]",['S'],[],[],[],[],"[5, 5, 3, 'K']",100
"['A', 5, 7]",['DD'],[],[],[],[],"[3, 6, 10]",-200
"[6, 'K']",['S'],[],[],[],[],"['K', 8]",-100
"['Q', 3, 8]",['DD'],[],[],[],[],"[5, 4, 6, 'A', 'A', 10]",200
"['Q', 6]",['S'],[],[],[],[],"['A', 'K', 10]",-100
"[9, 2, 3]",['DD'],[],[],[],[],"['K', 4, 5]",-200
"[9, 5, 4, 'K', 'A']","['H', 'H', 'DD']",[],[],[],[],"[10, 'K']",-200
"['K', 'A', 7, 10]","['H', 'DD']",[],[],[],[],"[6, 8, 9]",-200
"['A', 4, 'J']","['H', 'S']",[],[],[],[],"[5, 6, 'A', 8]",-100
"['K', 'J', 9, 4]","['H', 'DD']",[],[],[],[],"['J', 6, 'K']",-200
"[7, 4, 9]","['H', 'S']",[],[],[],[],"['J', 3, 5]",100
"[6, 'J', 8]",['DD'],[],[],[],[],"[10, 'A', 2, 4, 2]",-200
"['A', 7, 8, 4]","['H', 'DD']",[],[],[],[],"[4, 10, 'K']",200
"[4, 6]",['S'],[],[],[],[],"[8, 'A', 2, 3, 'A', 7]",-100
"[4, 8, 3, 'A']","['H', 'H', 'S']",[],[],[],[],"[5, 9, 3]",-100
"[7, 10, 10]",['DD'],[],[],[],[],"['A', 3, 'Q', 8]",-200
"[7, 9]",['S'],[],[],[],[],"[6, 3, 9]",-100
"['A', 5]",['S'],[],[],[],[],"[7, 3, 10]",-100
"['Q', 6]",['S'],[],[],[],[],"[7, 'A', 3, 10]",-100
"[7, 'A']",['S'],[],[],[],[],"[6, 3, 7, 'A', 'K']",100
"['K', 10, 4]",['DD'],[],[],[],[],"[9, 4, 'J']",-200
"[3, 9]",['S'],[],[],[],[],"[3, 5, 7, 4]",-100
"['J', 7, 6]",['DD'],[],[],[],[],"['K', 9]",-200
"[6, 2]",['S'],[],[],[],[],"[3, 8, 'J']",-100
"[2, 10]",['S'],[],[],[],[],"['J', 9]",-100
"['Q', 8, 7, 3]","['H', 'DD']",[],[],[],[],"['A', 7, 7, 10]",-200
"[5, 4]",['S'],[],[],[],[],"[8, 9]",-100
"[2, 4, 3]",['DD'],[],[],[],[],"[9, 8]",-200
"[4, 5, 9]",['DD'],[],[],[],[],"[2, 5, 7, 'J']",200
"[6, 'Q']",['S'],[],[],[],[],"[9, 8]",-100
"['J', 'K']",['P'],"['J', 9, 9]","['K', 8]","['H', 'DD']","['H', 'S']","[6, 10, 3]",-300
"['J', 'Q']",['S'],[],[],[],[],"[8, 6, 2, 6]",100
"[2, 'J']",['S'],[],[],[],[],"[2, 'K', 7]",-100
"[10, 4]",['S'],[],[],[],[],"[8, 3, 2, 'Q']",100
"[7, 6, 5]",['DD'],[],[],[],[],"[9, 8]",200
"['K', 5]",['S'],[],[],[],[],"['A', 10, 3, 8]",-100
"['Q', 7, 'A']",['DD'],[],[],[],[],"['A', 'K', 4, 3]",0
"[7, 8, 9]",['DD'],[],[],[],[],"['J', 3, 6]",-200
"['J', 'K']",['S'],[],[],[],[],"['A', 'K', 3, 'J']",100
"['Q', 8, 5]","['H', 'S']",[],[],[],[],"['J', 7]",-100
"[6, 8, 'J', 2, 5]","['H', 'H', 'DD']",[],[],[],[],"[10, 2, 'J']",-200
"[3, 'J', 6, 3]","['H', 'DD']",[],[],[],[],"[7, 7, 8]",-200
"[8, 5]",['S'],[],[],[],[],"[5, 6, 9]",-100
"['K', 'Q']",['S'],[],[],[],[],"[4, 9, 10]",100
"['A', 7]",['S'],[],[],[],[],"['Q', 'J']",-100
"[4, 10, 5]",['DD'],[],[],[],[],"[8, 'K']",200
"[6, 9, 'A', 2]","['H', 'H', 'S']",[],[],[],[],"[8, 3, 'Q']",-100
"[4, 8]",['S'],[],[],[],[],"['K', 'Q']",-100
"[7, 6]",['S'],[],[],[],[],"['Q', 5, 9]",100
"[10, 6, 2]","['H', 'S']",[],[],[],[],"['Q', 5, 'K']",100
"['J', 9]",['S'],[],[],[],[],"[3, 7, 'Q']",-100
"[6, 6, 9]",['DD'],[],[],[],[],"['K', 10]",200
"[9, 2]",['S'],[],[],[],[],"[8, 6, 3]",-100
"['Q', 'J', 10]",['DD'],[],[],[],[],"['J', 'J']",-200
"[4, 8]",['S'],[],[],[],[],"[9, 'J']",-100
"[8, 6, 4]",['DD'],[],[],[],[],"[3, 3, 7, 'Q']",200
"[8, 'J', 'Q']",['DD'],[],[],[],[],"[2, 'K', 4, 4]",-200
"[5, 4, 3]",['DD'],[],[],[],[],"['J', 3, 3, 10]",200
"['J', 7, 'Q']",['DD'],[],[],[],[],"[10, 'J']",-200
"['A', 'A', 'J', 'A', 4, 'J']","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[2, 'Q', 'Q']",-100
"[8, 'K']",['S'],[],[],[],[],"['Q', 4, 3]",100
"[5, 8]",['S'],[],[],[],[],"['K', 7]",-100
"[7, 5, 8]",['DD'],[],[],[],[],"['A', 'K', 3, 4]",200
"[10, 'A', 4]",['DD'],[],[],[],[],"[7, 4, 6]",-200
"[6, 'A']",['S'],[],[],[],[],"[2, 2, 'A', 10, 'A', 10]",100
"[6, 'A', 'Q']",['DD'],[],[],[],[],"[8, 8, 'J']",200
"[5, 8]",['S'],[],[],[],[],"[7, 'K']",-100
"[4, 5, 5, 3]","['H', 'H', 'S']",[],[],[],[],"[7, 8, 9]",100
"[10, 'K', 8]",['DD'],[],[],[],[],"[8, 7, 4]",-200
"[3, 10, 'Q', 5]","['H', 'DD']",[],[],[],[],"[9, 5, 6]",-200
"[2, 9]",['S'],[],[],[],[],"[3, 8, 'J']",-100
"[9, 2, 'K']",['DD'],[],[],[],[],"[10, 9]",200
"[5, 10, 'J', 'Q', 8, 9]","['H', 'H', 'H', 'DD']",[],[],[],[],"['A', 'Q', 6, 6]",-200
"[7, 'Q', 9]",['DD'],[],[],[],[],"[7, 8, 6]",-200
"[2, 4, 10]",['DD'],[],[],[],[],"['A', 'J', 5, 'A', 5]",-200
"[4, 8, 5, 9]","['H', 'DD']",[],[],[],[],"[4, 'Q', 10]",-200
"[5, 4, 9]",['DD'],[],[],[],[],"[7, 2, 8]",200
"[8, 4]",['S'],[],[],[],[],"[5, 3, 'J']",-100
"[6, 'Q', 'A']",['DD'],[],[],[],[],"[5, 'Q', 8]",200
"[7, 'K', 7, 'Q']","['H', 'DD']",[],[],[],[],"['A', 3, 8, 9]",-200
"[7, 'Q']",['S'],[],[],[],[],"[10, 2, 'A', 3, 7]",100
"['K', 9, 8]",['DD'],[],[],[],[],"['K', 'A', 6, 'J']",-200
"['Q', 'K', 'Q']","['H', 'S']",[],[],[],[],"[5, 2, 2, 'A', 8]",-100
"[4, 9, 7, 'A', 'Q', 4]","['H', 'H', 'H', 'DD']",[],[],[],[],"['Q', 7]",-200
"[6, 8, 2]",['DD'],[],[],[],[],"[7, 'A', 3, 4, 3]",-200
"['A', 5]",['S'],[],[],[],[],"[3, 9, 3, 'A', 'Q']",100
"[2, 7]",['S'],[],[],[],[],"[5, 7, 3, 8]",100
"['K', 8]",['S'],[],[],[],[],"['J', 'K']",-100
"[4, 'J', 9]",['DD'],[],[],[],[],"[2, 'J', 8]",-200
"['K', 9, 8, 'K', 3]","['H', 'H', 'DD']",[],[],[],[],"['K', 'Q']",-200
"['J', 'A', 7]",['DD'],[],[],[],[],"[5, 7, 2, 'K']",200
"[8, 'K']",['S'],[],[],[],[],"['A', 7, 6, 'K']",100
"[7, 5, 4]","['H', 'S']",[],[],[],[],"[9, 5, 4]",-100
"['Q', 7, 8, 3]","['H', 'DD']",[],[],[],[],"['K', 9]",-200
"['K', 5]",['S'],[],[],[],[],"['K', 5, 'A', 'Q']",100
"[10, 9]",['S'],[],[],[],[],"[6, 9, 4]",0
"['A', 'Q']",['S'],[],[],[],[],"[5, 4, 7, 9]",100
"[5, 8, 4]",['DD'],[],[],[],[],"[3, 4, 7, 'K']",200
"[7, 'A']",['S'],[],[],[],[],"[9, 'K']",-100
"[6, 4, 7]",['DD'],[],[],[],[],"[9, 10]",-200
"[9, 3, 7]",['DD'],[],[],[],[],"[10, 5, 4]",0
"['A', 'K', 10]",['DD'],[],[],[],[],"[10, 3, 9]",200
"['K', 'J']",['P'],"['K', 10, 6]",['J'],"['H', 'DD']",['S'],"[7, 2, 5, 8]",-100
"[3, 4]",['S'],[],[],[],[],"['Q', 10]",-100
"[10, 5]",['S'],[],[],[],[],"[6, 'Q', 'A', 9]",100
"[8, 6]",['S'],[],[],[],[],"['A', 8, 'Q']",-100
"[9, 2]",['S'],[],[],[],[],"[5, 'J', 'A', 'Q']",100
"['A', 7]",['S'],[],[],[],[],"[9, 2, 7]",-100
"[9, 10, 9, 5]","['H', 'DD']",[],[],[],[],"[6, 'J', 6]",-200
"[9, 3]",['S'],[],[],[],[],"[2, 6, 4, 3, 8]",100
"['K', 'J', 7]",['DD'],[],[],[],[],"[5, 'Q', 5]",-200
"[4, 3]",['S'],[],[],[],[],"[2, 8, 'Q']",-100
"[2, 7]",['S'],[],[],[],[],"['J', 'A', 'J']",-100
"[7, 4]",['S'],[],[],[],[],"[5, 3, 'K']",-100
"[7, 2]",['S'],[],[],[],[],"['Q', 4, 9]",100
"[8, 'Q', 9]","['H', 'S']",[],[],[],[],"[2, 'K', 4, 9]",-100
"['Q', 4, 7]",['DD'],[],[],[],[],"[10, 'A', 8]",200
"[6, 5, 3, 2]","['H', 'H', 'S']",[],[],[],[],"[7, 8, 'A', 5]",-100
"[2, 9, 4]","['H', 'S']",[],[],[],[],"['J', 3, 3, 7]",100
"[2, 4, 2, 6, 9]","['H', 'H', 'H', 'S']",[],[],[],[],"['K', 2, 8]",-100
"['Q', 9]",['S'],[],[],[],[],"[3, 'K', 4]",100
"[7, 9]",['S'],[],[],[],[],"[6, 2, 'Q']",-100
"['K', 2, 8]",['DD'],[],[],[],[],"[3, 7, 'Q']",0
"['Q', 2]",['S'],[],[],[],[],"[5, 'K', 3]",-100
"[9, 5, 'A']",['DD'],[],[],[],[],"[5, 10, 7]",200
"[8, 10, 4]",['DD'],[],[],[],[],"[3, 'A', 'K', 2, 2]",-200
"[2, 'J', 8]",['DD'],[],[],[],[],"[5, 'Q', 'K']",200
"['K', 10]",['P'],['K'],"[10, 'A']",['S'],['DD'],"[4, 10, 4]",-300
"[10, 3, 'A']",['DD'],[],[],[],[],"[8, 2, 5, 10]",200
"[7, 'J']",['S'],[],[],[],[],"['Q', 'Q']",-100
"[8, 10, 3]",['DD'],[],[],[],[],"[10, 2, 3, 8]",200
"['A', 5, 4]","['H', 'S']",[],[],[],[],"[6, 8, 3]",-100
"['J', 9]",['S'],[],[],[],[],"[7, 5, 'A', 3, 4]",0
"[3, 6, 5]",['DD'],[],[],[],[],"[3, 3, 5, 'K']",-200
"[9, 2, 'J', 9]","['H', 'DD']",[],[],[],[],"[10, 3, 'K']",-200
"[8, 3]",['S'],[],[],[],[],"['K', 'A', 7]",-100
"['Q', 'J', 'Q']",['DD'],[],[],[],[],"['Q', 2, 'K']",-200
"['J', 6]",['S'],[],[],[],[],"[5, 2, 6, 8]",-100
"[4, 10, 3]",['DD'],[],[],[],[],"[5, 6, 6]",0
"[5, 9]",['S'],[],[],[],[],"[10, 2, 10]",100
"[10, 'Q']",['P'],[10],"['Q', 5]",['S'],"['H', 'S']","['Q', 3, 'K']",200
"['J', 7, 'K']","['H', 'S']",[],[],[],[],"[7, 'K']",-100
"['Q', 4, 'Q', 'J']","['H', 'DD']",[],[],[],[],"[3, 2, 9, 'A', 8]",-200
"[8, 8]",['P'],[8],"[8, 3]",['S'],['DD'],"[8, 4, 'A', 2, 'A', 4]",-300
"['A', 'Q', 'J']","['H', 'S']",[],[],[],[],"[6, 2, 10]",100
"[9, 8]",['S'],[],[],[],[],"['K', 'Q']",-100
"['Q', 5, 3, 8, 9]","['H', 'H', 'DD']",[],[],[],[],"['J', 6, 7]",-200
"[8, 9]",['S'],[],[],[],[],"['K', 'A', 'J']",-100
"['A', 8]",['S'],[],[],[],[],"[3, 10, 'J']",100
"['K', 2, 'Q', 5]","['H', 'DD']",[],[],[],[],"[3, 9, 'K']",-200
