cards_initial,moves_initial,hand1_cards,hand2_cards,moves_1,moves_2,dealer_hand,money
"[2, 9]",['S'],[],[],[],[],"['A', 'Q', 'J']",-100
"[6, 7]",['S'],[],[],[],[],"[9, 7, 10]",100
"[8, 4, 2]",['DD'],[],[],[],[],"['Q', 3, 'A', 7]",-200
"[4, 'K', 2]",['DD'],[],[],[],[],"['A', 10, 4, 9]",200
"[3, 6]",['S'],[],[],[],[],"[4, 10, 4]",-100
"[8, 2, 'J']",['DD'],[],[],[],[],"['Q', 'A', 6, 10]",200
"[6, 'J', 'J']","['H', 'S']",[],[],[],[],"[4, 10, 8]",-100
"['J', 6]",['S'],[],[],[],[],"[3, 4, 6, 'Q']",100
"[9, 10]",['S'],[],[],[],[],"['J', 4, 7]",-100
"[3, 'J', 8]","['H', 'S']",[],[],[],[],"[5, 5, 'Q']",100
"[4, 3, 2, 6]","['H', 'H', 'S']",[],[],[],[],"[10, 8]",-100
"[5, 'A', 9]",['DD'],[],[],[],[],"[4, 5, 6, 4]",-200
"[3, 7, 2, 9]","['H', 'DD']",[],[],[],[],"[8, 'Q']",200
"[8, 4, 'A', 7, 3, 'K']","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[2, 5, 8, 'J']",-100
"['K', 4, 'A']","['H', 'S']",[],[],[],[],"[3, 2, 3, 'A', 'A', 6, 9]",100
"[10, 7]",['S'],[],[],[],[],"[4, 3, 3, 'Q']",-100
"[6, 10, 9]",['DD'],[],[],[],[],"[4, 8, 2, 6]",-200
"[3, 'K']",['S'],[],[],[],[],"['J', 4, 6]",-100
"[5, 5]",['P'],[5],"[5, 'A']",['S'],"['H', 'S']","[4, 8, 9]",-200
"['A', 'A']",['P'],['A'],"['A', 9, 8]",['S'],"['H', 'DD']","[6, 'Q', 'Q']",300
"[5, 7, 'A']",['DD'],[],[],[],[],"['Q', 9]",-200
"[10, 'J', 2, 'K']","['H', 'DD']",[],[],[],[],"[4, 7, 'Q']",-200
"['K', 6, 8]","['H', 'S']",[],[],[],[],"[5, 4, 'J']",-100
"['Q', 7, 2, 5]","['H', 'H', 'S']",[],[],[],[],"[5, 4, 10]",-100
"['Q', 'Q']",['S'],[],[],[],[],"['A', 5, 'J', 'K']",100
"[10, 7, 'Q']",['DD'],[],[],[],[],"['Q', 'A', 'A', 2, 'A', 8]",-200
"['J', 4, 5]",['DD'],[],[],[],[],"[4, 8, 'K']",200
"['J', 'A']",['S'],[],[],[],[],"[10, 7]",-100
"['J', 3, 2, 2]","['H', 'DD']",[],[],[],[],"['J', 6, 'K']",200
"['K', 'A', 3]",['DD'],[],[],[],[],"[7, 2, 4, 9]",200
"[9, 6]",['S'],[],[],[],[],"[2, 3, 5, 'Q']",-100
"['J', 7]",['S'],[],[],[],[],"[9, 8]",0
"[2, 'J', 9, 5]","['H', 'DD']",[],[],[],[],"[5, 'K', 'A', 'Q']",-200
"[8, 8, 9]",['DD'],[],[],[],[],"[6, 2, 6, 10]",-200
"[10, 'K']",['P'],[10],['K'],['S'],['S'],"[10, 7]",-200
"['K', 2]",['S'],[],[],[],[],"[5, 8, 5]",-100
"['Q', 'A', 7, 2]","['H', 'DD']",[],[],[],[],"[10, 'A', 3, 'J']",200
"[4, 'K']",['S'],[],[],[],[],"[3, 6, 3, 'A', 'J']",100
"['K', 'J']",['S'],[],[],[],[],"[10, 'J']",0
"[10, 5]",['S'],[],[],[],[],"[2, 8, 6, 9]",100
"[3, 2, 9, 2]","['H', 'DD']",[],[],[],[],"[4, 8, 8]",-200
"[9, 5, 'Q']",['DD'],[],[],[],[],"[4, 7, 'K']",-200
"[2, 'A', 5]","['H', 'S']",[],[],[],[],"['J', 4, 'J']",100
"[6, 2, 9]",['DD'],[],[],[],[],"[8, 10]",-200
"[8, 3, 'K', 'K', 8]","['H', 'H', 'DD']",[],[],[],[],"[2, 'Q', 7]",-200
"[3, 'A']",['S'],[],[],[],[],"[5, 5, 9]",-100
"[3, 'Q', 6]",['DD'],[],[],[],[],"['J', 3, 4]",200
"[2, 9]",['S'],[],[],[],[],"[2, 10, 9]",-100
"['J', 3]",['S'],[],[],[],[],"[4, 4, 2, 'K']",-100
"[5, 2, 10, 2]","['H', 'DD']",[],[],[],[],"[5, 9, 'A', 10]",200
"[7, 'J', 9]",['DD'],[],[],[],[],"[2, 3, 4, 5, 6]",-200
"[6, 2, 9]","['H', 'S']",[],[],[],[],"[10, 7]",0
"[10, 'A', 10]",['DD'],[],[],[],[],"['J', 2, 4, 6]",200
"[4, 4, 10]",['DD'],[],[],[],[],"[10, 'K']",-200
"[7, 8, 10]",['DD'],[],[],[],[],"[7, 5, 'K']",-200
"[9, 'A']",['S'],[],[],[],[],"['K', 2, 6]",-100
"[3, 'K', 'J']",['DD'],[],[],[],[],"[2, 8, 'J']",-200
"['K', 6, 4]",['DD'],[],[],[],[],"[6, 8, 4]",200
"['Q', 7, 'Q']",['DD'],[],[],[],[],"[4, 'A', 'Q', 'K']",-200
"[5, 6]",['S'],[],[],[],[],"[5, 4, 'K']",-100
"[10, 4]",['S'],[],[],[],[],"[5, 10, 'A', 5]",-100
"[10, 10]",['S'],[],[],[],[],"['Q', 'A', 6, 5]",-100
"['A', 3, 5, 'J']","['H', 'DD']",[],[],[],[],"['Q', 4, 8]",200
"[7, 'Q']",['S'],[],[],[],[],"[7, 'J']",0
"[6, 8, 10]","['H', 'S']",[],[],[],[],"[9, 3, 8]",-100
"[5, 8, 10]",['DD'],[],[],[],[],"[9, 'A', 'J']",-200
"[7, 'J']",['S'],[],[],[],[],"[9, 'J']",-100
"[5, 9]",['S'],[],[],[],[],"[8, 2, 6, 10]",100
"[3, 6, 10]","['H', 'S']",[],[],[],[],"[7, 'Q']",100
"['A', 6, 'J']",['DD'],[],[],[],[],"['Q', 7]",-200
"[3, 9, 'K']","['H', 'S']",[],[],[],[],"[10, 'A', 'Q']",-100
"[7, 6, 10]",['DD'],[],[],[],[],"['Q', 8]",-200
"['Q', 'A']",['S'],[],[],[],[],"[8, 3, 5, 4]",-100
"['K', 10]",['S'],[],[],[],[],"['J', 6, 9]",100
"['Q', 'Q']",['P'],['Q'],"['Q', 3]",['S'],"['H', 'S']","[5, 4, 10]",-200
"[5, 7]",['S'],[],[],[],[],"['K', 7]",-100
"[2, 'K', 'A']",['DD'],[],[],[],[],"[9, 6, 'A', 'J']",200
"['Q', 2, 8, 7]","['H', 'H', 'S']",[],[],[],[],"['J', 8]",-100
"[3, 'Q', 5, 'J', 'K', 'K']","['H', 'H', 'H', 'DD']",[],[],[],[],"[8, 7, 5]",-200
"['Q', 10]",['P'],"['Q', 9]","[10, 10, 'Q']","['H', 'S']","['H', 'DD']","[6, 4, 9]",-200
"[9, 8, 'A', 'A']","['H', 'DD']",[],[],[],[],"[2, 6, 5, 'K']",200
"[5, 10, 4, 'J']","['H', 'DD']",[],[],[],[],"[10, 'A', 'A', 5, 4]",-200
"[9, 'K', 4]",['DD'],[],[],[],[],"[9, 2, 10]",-200
"['Q', 5, 2]",['DD'],[],[],[],[],"[4, 'J', 3]",0
"[9, 'Q']",['S'],[],[],[],[],"[10, 5, 'K']",100
"['A', 10, 3, 4]","['H', 'DD']",[],[],[],[],"[9, 7, 2]",-200
"[8, 4, 3, 2, 10]","['H', 'H', 'DD']",[],[],[],[],"['Q', 'Q']",-200
"[8, 'J', 2]","['H', 'S']",[],[],[],[],"[4, 9, 4]",100
"['A', 6]",['S'],[],[],[],[],"['K', 'Q']",-100
"['A', 6, 'K']",['DD'],[],[],[],[],"['J', 7]",-200
"['J', 9, 'Q']",['DD'],[],[],[],[],"['J', 6, 'A', 'K']",-200
"['A', 8, 3]",['DD'],[],[],[],[],"[7, 8, 9]",200
"[9, 3, 8]",['DD'],[],[],[],[],"['K', 7]",200
"[2, 4, 'A']",['DD'],[],[],[],[],"['Q', 'A', 'K']",-200
"[8, 'Q', 8]",['DD'],[],[],[],[],"['Q', 2, 'K']",-200
"['A', 2]",['S'],[],[],[],[],"[2, 'K', 'Q']",100
"[5, 2]",['S'],[],[],[],[],"['A', 'K', 10]",-100
"[3, 2]",['S'],[],[],[],[],"[9, 5, 'A', 9]",100
"['K', 7, 5]","['H', 'S']",[],[],[],[],"[6, 9, 10]",-100
"['Q', 4]",['S'],[],[],[],[],"[7, 6, 'K']",100
"['K', 4, 'K']",['DD'],[],[],[],[],"[3, 8, 'J']",-200
"['K', 9, 9, 4]","['H', 'DD']",[],[],[],[],"[5, 2, 5, 10]",-200
"['J', 4, 'Q']",['DD'],[],[],[],[],"[7, 2, 8]",-200
"[9, 2, 'K', 'J', 'A']","['H', 'H', 'DD']",[],[],[],[],"[5, 'J', 'A', 4]",-200
"[3, 7, 5]",['DD'],[],[],[],[],"['K', 'A', 'J']",-200
"[5, 10]",['S'],[],[],[],[],"[9, 8]",-100
"[3, 6]",['S'],[],[],[],[],"[7, 2, 'K']",-100
"[8, 'Q', 3]",['DD'],[],[],[],[],"[2, 2, 6, 3, 5]",200
"[7, 'J']",['S'],[],[],[],[],"['Q', 8]",-100
"[8, 'K']",['S'],[],[],[],[],"[9, 'Q']",-100
"[6, 6]",['S'],[],[],[],[],"[2, 'J', 4, 'A', 5]",-100
"[10, 7]",['S'],[],[],[],[],"[4, 9, 'J']",100
"[6, 3, 2]","['H', 'S']",[],[],[],[],"[4, 'K', 5]",-100
"['A', 4, 10]",['DD'],[],[],[],[],"[5, 2, 'K']",-200
"[2, 3]",['S'],[],[],[],[],"['A', 8, 2, 7]",-100
"['A', 'Q', 9]","['H', 'S']",[],[],[],[],"[2, 9, 7]",100
"['J', 7]",['S'],[],[],[],[],"[10, 10]",-100
"[7, 2, 9, 5, 'Q']","['H', 'H', 'H', 'S']",[],[],[],[],"[2, 9, 'J']",-100
"[7, 5, 3]","['H', 'S']",[],[],[],[],"['A', 9, 4, 'J']",100
"[10, 'Q']",['P'],[10],"['Q', 'A']",['S'],['DD'],"[4, 8, 10]",300
"[4, 10, 4]",['DD'],[],[],[],[],"[4, 7, 'A', 'J']",-200
"[6, 6, 4, 'K']","['H', 'DD']",[],[],[],[],"['K', 5, 8]",-200
"[4, 8, 10, 'Q', 6]","['H', 'H', 'DD']",[],[],[],[],"[2, 'K', 'A', 7]",-200
"[10, 'Q']",['S'],[],[],[],[],"['A', 4, 8, 3, 9]",100
"[6, 'K']",['S'],[],[],[],[],"[9, 3, 10]",100
"[10, 'A', 'K']",['DD'],[],[],[],[],"[8, 3, 2, 4]",200
"['J', 7, 2]","['H', 'S']",[],[],[],[],"[5, 'K', 6]",-100
"['A', 'K']",['S'],[],[],[],[],"['J', 4, 2, 5]",-100
"['J', 'A', 7]","['H', 'S']",[],[],[],[],"[2, 5, 2, 6, 'A', 3]",-100
"['Q', 'K', 7, 6, 9]","['H', 'H', 'H', 'S']",[],[],[],[],"[5, 2, 5, 'K']",-100
"[9, 'Q', 7]","['H', 'S']",[],[],[],[],"['J', 'K']",-100
"[6, 5, 7, 'Q', 'J']","['H', 'H', 'DD']",[],[],[],[],"[7, 'K']",-200
"[6, 2]",['S'],[],[],[],[],"[4, 7, 2, 'J']",100
"[8, 2, 'J', 'A']","['H', 'DD']",[],[],[],[],"[5, 4, 7, 5]",-200
"['K', 5]",['S'],[],[],[],[],"[8, 'K']",-100
"['K', 7, 9]",['DD'],[],[],[],[],"['A', 5, 'K', 7]",-200
"['Q', 6]",['S'],[],[],[],[],"[3, 2, 'J', 6]",-100
"[3, 'Q', 10]","['H', 'S']",[],[],[],[],"[9, 'K']",-100
"[6, 2]",['S'],[],[],[],[],"[2, 7, 10]",-100
"[5, 10, 10]",['DD'],[],[],[],[],"[3, 9, 'A', 10]",-200
"[2, 7]",['S'],[],[],[],[],"[10, 'Q']",-100
"[10, 6, 6, 8]","['H', 'DD']",[],[],[],[],"[10, 3, 7]",-200
"['Q', 6, 'K']","['H', 'S']",[],[],[],[],"[3, 4, 10]",-100
"[4, 7, 3]",['DD'],[],[],[],[],"['Q', 'K']",-200
"['K', 8, 4]",['DD'],[],[],[],[],"['Q', 8]",-200
"[4, 10, 'K']","['H', 'S']",[],[],[],[],"['A', 9, 'A', 4, 3, 7]",-100
"[5, 'A', 3]",['DD'],[],[],[],[],"[2, 10, 'J']",200
"[5, 5]",['S'],[],[],[],[],"['K', 3, 8]",-100
"[6, 8, 'A']",['DD'],[],[],[],[],"[5, 'Q', 'Q']",200
"[10, 'J', 'Q']",['DD'],[],[],[],[],"[8, 3, 4, 'K']",-200
"['J', 8, 6]",['DD'],[],[],[],[],"[4, 7, 3, 'J']",-200
"[2, 'K']",['S'],[],[],[],[],"[6, 'J', 3]",-100
"[2, 4, 7, 4, 9, 5]","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[3, 10, 6]",-100
"[10, 'J', 3]",['DD'],[],[],[],[],"[2, 2, 9, 4]",-200
"[10, 'Q', 'A', 'A', 2, 10]","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[8, 7, 9]",-100
"['J', 'Q', 'K', 5, 'A']","['H', 'H', 'H', 'S']",[],[],[],[],"[10, 3, 6]",-100
"[9, 2]",['S'],[],[],[],[],"['J', 'A', 3, 6]",-100
"[4, 10]",['S'],[],[],[],[],"[10, 9]",-100
"['A', 8, 'J']",['DD'],[],[],[],[],"['Q', 10]",-200
"[4, 10]",['S'],[],[],[],[],"[4, 8, 'K']",100
"['K', 'A']",['S'],[],[],[],[],"[3, 2, 2, 8, 3]",-100
"[5, 7, 'K']",['DD'],[],[],[],[],"[6, 8, 6]",-200
"[6, 9, 7]",['DD'],[],[],[],[],"['J', 9]",-200
"[9, 'A', 'Q']",['DD'],[],[],[],[],"[2, 7, 9]",200
"['Q', 5, 4, 8]","['H', 'H', 'S']",[],[],[],[],"['K', 'J']",-100
"[9, 'K']",['S'],[],[],[],[],"[7, 2, 2, 'A', 10]",-100
"['K', 10, 2]",['DD'],[],[],[],[],"['K', 5, 9]",-200
"[10, 7, 'K', 8]","['H', 'DD']",[],[],[],[],"[2, 4, 'J', 6]",-200
"['A', 9, 'A']","['H', 'S']",[],[],[],[],"['A', 'J', 9]",-100
"['Q', 8, 'Q']",['DD'],[],[],[],[],"[2, 'A', 10, 6]",-200
"['K', 8, 3]","['H', 'S']",[],[],[],[],"[10, 'K']",100
"[3, 5, 9, 8]","['H', 'H', 'S']",[],[],[],[],"['J', 5, 6]",-100
"[9, 9]",['S'],[],[],[],[],"[5, 'Q', 'A', 10]",100
"['J', 'A', 10, 'K']","['H', 'DD']",[],[],[],[],"[3, 8, 'Q']",-200
"['A', 2]",['S'],[],[],[],[],"['K', 3, 7]",-100
"['Q', 10, 6]","['H', 'S']",[],[],[],[],"[9, 3, 3, 7]",-100
"[2, 8]",['S'],[],[],[],[],"[8, 6, 5]",-100
"[6, 9, 8]",['DD'],[],[],[],[],"[3, 'A', 'J', 6]",-200
"[3, 9]",['S'],[],[],[],[],"[3, 'Q', 10]",100
"[4, 'K', 'A']",['DD'],[],[],[],[],"[10, 6, 9]",200
"[3, 5, 6, 'Q', 9]","['H', 'H', 'DD']",[],[],[],[],"['J', 'A', 10]",-200
"[3, 6, 'A']",['DD'],[],[],[],[],"[4, 'K', 10]",200
"[2, 10, 'Q', 6]","['H', 'DD']",[],[],[],[],"[3, 'K', 5]",-200
"[3, 3]",['P'],"[3, 6]",[3],['DD'],['S'],"['K', 'Q']",-300
"['A', 4]",['S'],[],[],[],[],"[4, 'Q', 9]",100
"[2, 10, 9]","['H', 'S']",[],[],[],[],"[3, 'A', 4, 7, 9]",100
"['Q', 9]",['S'],[],[],[],[],"[6, 4, 4, 'A', 8]",100
"[3, 8]",['S'],[],[],[],[],"[5, 10, 'K']",100
"[10, 2, 'A', 'K']","['H', 'DD']",[],[],[],[],"[3, 6, 8]",-200
"[2, 8]",['S'],[],[],[],[],"[4, 3, 6, 'Q']",100
"['A', 10]",['S'],[],[],[],[],"[8, 6, 8]",100
"['K', 2, 'K']",['DD'],[],[],[],[],"[4, 10, 'K']",-200
"[3, 3, 'K']",['DD'],[],[],[],[],"['A', 6, 3, 6, 5]",-200
"['Q', 8, 10]",['DD'],[],[],[],[],"[6, 7, 5]",-200
"[3, 'Q']",['S'],[],[],[],[],"[2, 5, 7, 4]",-100
"['K', 3, 9, 10]","['H', 'H', 'S']",[],[],[],[],"[6, 8, 5]",-100
"[7, 2, 7]",['DD'],[],[],[],[],"[6, 4, 8]",-200
"[10, 5]",['S'],[],[],[],[],"[9, 3, 9]",-100
"[5, 9]",['S'],[],[],[],[],"[2, 'Q', 8]",-100
"[8, 6, 'K']",['DD'],[],[],[],[],"['J', 9]",-200
"['J', 7, 'A']",['DD'],[],[],[],[],"[3, 5, 'Q']",-200
"['K', 2, 7, 2, 'A', 'K']","['H', 'H', 'H', 'DD']",[],[],[],[],"[2, 10, 8]",-200
"['J', 6]",['S'],[],[],[],[],"[9, 9]",-100
"[4, 2]",['S'],[],[],[],[],"['Q', 'A', 9]",-100
"[4, 4]",['P'],"[4, 'Q', 5, 9]","[4, 'J', 7, 8, 'Q']","['H', 'H', 'H', 'S']","['H', 'H', 'H', 'DD']","[3, 7, 5, 'Q']",-300
"[7, 2, 3]","['H', 'S']",[],[],[],[],"[4, 10, 4]",-100
"['A', 9, 'J']",['DD'],[],[],[],[],"[5, 7, 'Q']",200
"[2, 5, 'A', 9, 'J']","['H', 'H', 'DD']",[],[],[],[],"[3, 4, 4, 2, 6]",-200
"['A', 6, 10]",['DD'],[],[],[],[],"['A', 'Q', 4, 6]",-200
"['K', 'K', 'A']",['DD'],[],[],[],[],"[5, 3, 8, 7]",200
"['J', 2, 'J', 3]","['H', 'DD']",[],[],[],[],"['K', 8]",-200
"[2, 8, 3]",['DD'],[],[],[],[],"['A', 5, 5, 'J']",-200
"['A', 10]",['S'],[],[],[],[],"[8, 6, 4]",-100
"[3, 8, 'Q', 6]","['H', 'DD']",[],[],[],[],"['J', 9]",-200
"[5, 3, 2]",['DD'],[],[],[],[],"[6, 5, 'Q']",-200
"[8, 'J']",['S'],[],[],[],[],"['Q', 8]",0
"[9, 4, 9]",['DD'],[],[],[],[],"[8, 7, 'A', 10]",-200
"[7, 8, 'K', 4]","['H', 'DD']",[],[],[],[],"[9, 'A', 10]",-200
"[7, 6, 4]",['DD'],[],[],[],[],"['Q', 9]",-200
"[3, 5]",['S'],[],[],[],[],"[6, 2, 9]",-100
"[10, 2, 5, 7]","['H', 'H', 'S']",[],[],[],[],"[8, 3, 4, 'J']",-100
"[7, 4, 8]",['DD'],[],[],[],[],"[3, 2, 7, 10]",200
"[8, 7, 10]","['H', 'S']",[],[],[],[],"[4, 3, 4, 9]",-100
"[2, 'K', 9]",['DD'],[],[],[],[],"[10, 8]",200
"['K', 2, 5]",['DD'],[],[],[],[],"['J', 9]",-200
"['Q', 'J']",['S'],[],[],[],[],"[10, 2, 4, 8]",100
"['J', 5]",['S'],[],[],[],[],"['K', 6, 'Q']",100
"[10, 10]",['P'],"[10, 8]","[10, 4]",['DD'],['DD'],"['K', 7]",0
"[6, 4, 'K', 'K', 9]","['H', 'H', 'DD']",[],[],[],[],"[8, 4, 10]",-200
"[6, 7, 9]","['H', 'S']",[],[],[],[],"['J', 3, 2, 5]",-100
"[4, 3, 2, 'J', 6, 6]","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[10, 7]",-100
"['Q', 3, 'J']",['DD'],[],[],[],[],"['A', 'Q', 10]",-200
"['K', 3, 4]",['DD'],[],[],[],[],"['Q', 'A', 9]",-200
"[9, 'A', 6]",['DD'],[],[],[],[],"[10, 3, 2, 'A', 3]",-200
"[9, 8, 9, 'K']","['H', 'DD']",[],[],[],[],"[5, 'J', 'A', 5]",-200
"[10, 7, 4]",['DD'],[],[],[],[],"[8, 9]",200
"[10, 8, 'Q']",['DD'],[],[],[],[],"[3, 4, 2, 'K']",-200
"['Q', 5, 'K', 9, 7, 'J']","['H', 'H', 'H', 'H', 'S']",[],[],[],[],"[6, 6, 8]",-100
"['Q', 3, 4, 7, 9]","['H', 'H', 'DD']",[],[],[],[],"[9, 'A', 'K']",-200
"['Q', 7, 6]",['DD'],[],[],[],[],"[2, 'Q', 'A', 3, 7]",-200
"[7, 8]",['S'],[],[],[],[],"[6, 8, 6]",-100
"[2, 3, 'J']","['H', 'S']",[],[],[],[],"[3, 2, 7, 8]",-100
"['K', 7, 5, 'J', 'A', 'Q']","['H', 'H', 'H', 'DD']",[],[],[],[],"[6, 5, 4, 'J']",-200
"[10, 'A']",['S'],[],[],[],[],"[4, 6, 2, 6]",-100
"['Q', 4, 'K']",['DD'],[],[],[],[],"[8, 3, 9]",-200
"['Q', 5, 'Q']",['DD'],[],[],[],[],"[10, 9]",-200
"[8, 4, 8, 'A']","['H', 'DD']",[],[],[],[],"['A', 'K', 7]",200
"[2, 10, 5]",['DD'],[],[],[],[],"[10, 'A', 7]",0
"['Q', 'K']",['S'],[],[],[],[],"['Q', 'K']",0
"[9, 4, 'K', 10]","['H', 'H', 'S']",[],[],[],[],"[3, 3, 2, 7, 'A', 2]",-100
"[5, 4, 10]",['DD'],[],[],[],[],"[4, 6, 'A', 10]",-200
"[3, 3, 9]","['H', 'S']",[],[],[],[],"[6, 9, 2]",-100
"['A', 'Q']",['S'],[],[],[],[],"[3, 4, 'J']",-100
"[7, 5, 9, 3, 9, 5]","['H', 'H', 'H', 'DD']",[],[],[],[],"[6, 7, 'K']",-200
"['K', 'K', 9]","['H', 'S']",[],[],[],[],"[10, 'J']",-100
"[3, 5]",['S'],[],[],[],[],"[6, 5, 9]",-100
"[7, 9]",['S'],[],[],[],[],"['K', 'J']",-100
"[8, 6, 'A']",['DD'],[],[],[],[],"[4, 'J', 'K']",200
"[3, 3]",['P'],"[3, 'J', 6]",[3],"['H', 'DD']",['S'],"[6, 'K', 5]",-300
"['J', 10, 'J']",['DD'],[],[],[],[],"[9, 7, 'A', 7]",-200
"[2, 'J']",['S'],[],[],[],[],"[10, 'A', 3, 6]",-100
"['K', 4, 6]",['DD'],[],[],[],[],"[5, 'A', 2, 3, 'K']",0
"[5, 10]",['S'],[],[],[],[],"[7, 'A', 'K']",-100
"['K', 'A', 'K']","['H', 'S']",[],[],[],[],"[7, 5, 2, 9]",100
"[8, 5, 8]",['DD'],[],[],[],[],"[3, 'J', 'A', 'A', 'A', 4]",200
"[9, 7, 6]",['DD'],[],[],[],[],"['A', 4, 3, 10]",-200
"[8, 10]",['S'],[],[],[],[],"[2, 3, 5, 9]",-100
"['J', 'A']",['S'],[],[],[],[],"[5, 8, 'J']",100
"['Q', 8, 'Q', 2]","['H', 'DD']",[],[],[],[],"['Q', 5, 4]",-200
"[5, 10, 9]",['DD'],[],[],[],[],"[9, 'K']",-200
"['Q', 'A', 6]",['DD'],[],[],[],[],"[5, 'K', 3]",-200
"['J', 'K']",['P'],"['J', 10]","['K', 7]",['DD'],['DD'],"['J', 8]",0
"[4, 'A', 5]","['H', 'S']",[],[],[],[],"[9, 'K']",-100
"[9, 7]",['S'],[],[],[],[],"[7, 'K']",-100
"['K', 6, 2]",['DD'],[],[],[],[],"['J', 5, 'A', 8]",200
"['Q', 9, 6, 9, 'K']","['H', 'H', 'DD']",[],[],[],[],"[5, 'J', 2]",-200
"[9, 5, 7, 10, 2]","['H', 'H', 'H', 'S']",[],[],[],[],"[3, 4, 6, 'A', 8]",-100
"['K', 'Q']",['P'],"['K', 'Q', 3, 5, 'Q', 'Q']","['Q', 2, 'J']","['H', 'H', 'H', 'H', 'DD']","['H', 'DD']","['K', 8]",-400
"['J', 4, 'A']",['DD'],[],[],[],[],"['Q', 10]",-200
"[9, 6, 'K']","['H', 'S']",[],[],[],[],"[5, 6, 'A', 3, 5]",-100
"['A', 9, 10, 'K']","['H', 'DD']",[],[],[],[],"[4, 2, 2, 10]",-200
"[8, 10, 4]",['DD'],[],[],[],[],"[2, 5, 6, 7]",-200
"[6, 8, 4]",['DD'],[],[],[],[],"[2, 5, 'K']",200
"[4, 6, 'K']",['DD'],[],[],[],[],"['J', 4, 'K']",200
"['A', 7]",['S'],[],[],[],[],"[6, 'Q', 9]",100
"['Q', 6, 10]","['H', 'S']",[],[],[],[],"['A', 5, 'Q', 3]",-100
"['J', 'K']",['P'],"['J', 5, 6]",['K'],"['H', 'DD']",['S'],"[9, 'Q']",100
"['A', 2, 4]",['DD'],[],[],[],[],"[8, 10]",-200
"[10, 6, 9]",['DD'],[],[],[],[],"[2, 10, 'J']",-200
"['A', 10, 6, 4, 10, 7]","['H', 'H', 'H', 'DD']",[],[],[],[],"[10, 'A', 7]",-200
"[10, 9]",['S'],[],[],[],[],"[2, 10, 'Q']",100
"['A', 10]",['S'],[],[],[],[],"[3, 'J', 6]",-100
"[8, 'J']",['S'],[],[],[],[],"['J', 9]",-100
"[10, 7, 'A', 8, 4, 'J', 5]","['H', 'H', 'H', 'H', 'H', 'S']",[],[],[],[],"[10, 8]",-100
"['J', 10, 'K']",['DD'],[],[],[],[],"[7, 3, 2, 9]",-200
"[7, 4, 3]",['DD'],[],[],[],[],"[10, 6, 'J']",200
"['J', 9, 2, 5]","['H', 'H', 'S']",[],[],[],[],"[9, 7, 2]",-100
"[8, 9, 5, 6]","['H', 'DD']",[],[],[],[],"['J', 4, 7]",-200
"[7, 6, 4, 'Q', 'K', 5, 7]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"['K', 10]",-200
"['J', 'Q', 2]",['DD'],[],[],[],[],"[4, 'A', 3, 3, 'Q']",-200
"[6, 3, 7, 9, 8]","['H', 'H', 'H', 'S']",[],[],[],[],"['Q', 'Q']",-100
"[8, 7, 9]",['DD'],[],[],[],[],"[4, 5, 5, 7]",-200
"[8, 'Q', 4, 'Q', 5, 'K', 10]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"[3, 'K', 'J']",-200
"[3, 'K', 3]",['DD'],[],[],[],[],"['J', 2, 4, 'Q']",200
"[7, 3]",['S'],[],[],[],[],"[2, 8, 'Q']",-100
"['K', 'A', 5]","['H', 'S']",[],[],[],[],"['K', 'K']",-100
"[2, 6, 3]","['H', 'S']",[],[],[],[],"[8, 3, 'K']",-100
"['A', 10]",['S'],[],[],[],[],"[7, 9, 'K']",100
"['J', 6]",['S'],[],[],[],[],"[3, 'Q', 10]",100
"[3, 4, 9, 6]","['H', 'DD']",[],[],[],[],"[9, 6, 'J']",-200
"['K', 'K', 4]",['DD'],[],[],[],[],"[5, 8, 'Q']",-200
"[5, 6]",['S'],[],[],[],[],"[3, 3, 8, 'A', 9]",100
"['A', 'K', 'J', 3]","['H', 'H', 'S']",[],[],[],[],"[4, 8, 5]",-100
"['K', 'A', 'A']","['H', 'S']",[],[],[],[],"['J', 5, 4]",-100
"['K', 5]",['S'],[],[],[],[],"['K', 'A', 2, 9]",-100
"[10, 'K', 10]",['DD'],[],[],[],[],"['K', 'A', 3, 5]",-200
"[10, 9]",['S'],[],[],[],[],"[9, 9]",100
"[5, 4, 10]",['DD'],[],[],[],[],"[2, 3, 'A', 'J', 2]",200
"[4, 'A']",['S'],[],[],[],[],"[7, 6, 5]",-100
"['A', 8, 4]",['DD'],[],[],[],[],"['A', 9, 'K']",-200
"[8, 6, 2]",['DD'],[],[],[],[],"[9, 6, 5]",-200
"[8, 4, 'J']",['DD'],[],[],[],[],"['K', 2, 2, 9]",-200
"['K', 7, 'Q', 'J']","['H', 'H', 'S']",[],[],[],[],"[4, 'J', 7]",-100
"[8, 'Q', 'A']","['H', 'S']",[],[],[],[],"[2, 4, 7, 9]",100
"[7, 'K', 10]","['H', 'S']",[],[],[],[],"[2, 6, 9]",-100
"[9, 7, 'J']",['DD'],[],[],[],[],"['K', 'Q']",-200
"[9, 10]",['S'],[],[],[],[],"[10, 'A', 2, 'Q']",100
